"id";"ALUMNOS";"ESPANOL";"MATEMATICAS";"INGLES";"CIENCIAS_NATURALES";"HISTORIA";"EDUCACION_FISICA";"ARTES";"TECNOLOGIA";"NUM_FALTAS";"PARTICIPACIONES";"RENDIMIENTO"
884;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
885;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
886;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
887;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
888;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
889;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
890;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
891;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
892;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
893;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
894;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
895;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
896;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
897;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
898;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
899;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
900;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
901;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
902;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
903;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
904;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
905;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
906;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
907;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
908;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
909;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
910;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
911;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
912;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
913;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
914;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
915;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
916;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
917;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
918;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
919;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
920;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
921;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
922;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
923;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
924;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
925;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
926;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
927;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
928;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
929;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
930;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
931;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
932;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
933;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
934;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
935;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
936;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
937;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
938;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
939;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
940;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
941;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
942;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
943;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
944;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
945;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
946;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
947;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
948;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
949;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
950;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
951;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
952;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
953;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
954;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
955;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
956;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
957;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
958;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
959;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
960;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
961;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
962;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
963;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
964;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
965;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
966;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
967;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
968;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
969;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
970;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
971;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
972;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
973;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
974;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
975;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
976;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
977;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
978;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
979;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
980;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
981;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
982;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
983;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
984;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
985;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
986;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
987;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
988;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
989;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
990;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
991;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
992;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
993;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
994;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
995;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
996;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
997;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
998;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
999;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1000;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1001;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1002;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1003;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1004;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1005;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1006;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1007;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1008;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1009;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1010;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1011;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1012;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1013;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1014;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1015;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1016;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1017;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1018;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1019;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1020;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1021;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1022;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1023;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1024;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1025;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1026;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1027;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1028;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1029;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1030;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1031;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1032;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1033;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1034;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1035;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1036;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1037;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1038;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1039;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1040;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1041;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1042;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1043;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1044;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1045;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1046;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1047;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1048;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1049;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1050;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1051;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1052;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1053;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1054;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1055;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1056;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1057;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1058;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1059;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1060;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1061;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1062;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1063;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1064;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1065;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1066;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1067;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1068;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1069;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1070;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1071;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1072;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1073;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1074;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1075;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1076;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1077;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1078;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1079;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1080;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1081;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1082;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1083;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1084;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1085;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1086;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1087;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1088;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1089;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1090;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1091;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1092;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1093;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1094;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1095;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
1096;"Gabriela FernAndez LOpez";85.0;89.0;88.0;87.0;85.0;90.0;79.0;84.0;2;5;"Bueno"
1097;"Ana MarIa FernAndez RamIrez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1098;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1099;"Ricardo MartInez FernAndez";67.0;69.0;68.0;66.0;65.0;71.0;60.0;62.0;5;3;"Deficiente"
1100;"Gabriela LOpez FernAndez";85.0;88.0;87.0;86.0;84.0;90.0;79.0;84.0;2;5;"Bueno"
1101;"Ana MarIa FernAndez PErez";74.0;77.0;76.0;75.0;73.0;79.0;69.0;71.0;4;4;"Regular"
1102;"JosE Luis PErez RamIrez";91.0;94.0;93.0;92.0;89.0;96.0;84.0;88.0;1;6;"Muy Bueno"
1103;"Ricardo RamIrez GonzAlez";68.0;71.0;70.0;69.0;67.0;74.0;60.0;62.0;5;2;"Deficiente"
